@@@@@@@@@@@@@@@@@@@@, @@@@
STORY_EVENT@1013_1054@BODY_LORE@HERO_IS_PLAYERLE, その廃墟は間に合わせの戦闘アリーナとして使われていました。崩壊した壁の間にできた隙間には、に向かって手招きをしているリングマスターによって率いられた{EventRace.Name}の集団が立っています。「高貴な{PlayerLeader.Title}が、そのお姿でここを美しく飾ってくださるぞ！血に飢えた観衆よ、ようこそ！」と歯抜けの笑顔を見せる<<Cp:EventUnit>>が言います。「私はこの移動型戦闘施設を運営している者だ。最強のグラディエーターになれば、黄金を手に入れることができるぞ！」と言いながら、<<Cp:EventUnit>>が硬貨で詰まった袋を持ち上げます。
STORY_EVENT@1013_1054@BUTTON_0, 「我々の力を、お前たちに思い知らせてやろう。」
STORY_EVENT@1013_1054@BUTTON_0@HERO_IS_PLAYERLE, 「私の力を、お前たちに思い知らせてやろう。」
STORY_EVENT@1013_1054@BUTTON_1, あなたが勝利することに賭け[gold/]、自軍を奨励する。
STORY_EVENT@1013_1054@BUTTON_2, アリーナを去る。
STORY_EVENT@1013_1054@TITLE, 黄金とグラディエーター
STORY_EVENT@1013_1055@BODY_FOOTER, 「これがお前の取り分だ。それじゃあ、我々はここでおさらばとさせてもらおう…」と<<Cp:EventUnit>>が言いながら、随分と小さい硬貨の袋を手に持っています。
STORY_EVENT@1013_1055@BODY_HEADER, {EventHero.Name}は、獰猛なグラディエーター軍団に対して勝利を収めました。リングマスターはニヤリと笑いながら、とっくに戦闘態勢ではなくなっている<<o:EventUnit>>の戦闘員たちをまとめあげます。
STORY_EVENT@1013_1055@BODY_HEADER@HERO_IS_PLAYERLE, あなたは、獰猛なグラディエーター軍団に対して勝利を収めました。リングマスターはニヤリと笑いながら、とっくに戦闘態勢ではなくなっている<<o:EventUnit>>の戦闘員たちをまとめあげます。
STORY_EVENT@1013_1055@BODY_LORE, 「素晴らしい！{GLOBAL.GodirLoreConcept.Hyperlink}の下でも、あんな戦いっぷりを目にすることは長年なかったぞ！」と言いながら、<<Cp:EventUnit>>が<<o:EventUnit>>のベルトに付いているパンパンの小銭入れを叩きます。硬貨がジャラジャラと音を鳴らします。「お前の偉大なる{PlayerLeader.Title}は支払いを期待しているんだろうな」と言う<<Cp:EventUnit>>は、辺りを見渡しながら言いました。「みんな、荷造りをしろ！この{EventStructure.Name}には新たな持ち主が現れた。そしてその<<o:EventHero>>の名前は{EventHero.FirstName}なのだ」<<Cp:EventUnit>>が{EventHero.FirstName}に向かってニヤリと笑い、<<o:EventUnit>>の手下たちがブツブツ言いながら去って行くのでした。
STORY_EVENT@1013_1055@BODY_LORE@HERO_IS_PLAYERLE, 「素晴らしい！{GLOBAL.GodirLoreConcept.Hyperlink}の下でも、あんな戦いっぷりを目にすることは長年なかったぞ！」と言いながら、<<Cp:EventUnit>>が<<o:EventUnit>>のベルトに付いているパンパンの小銭入れを叩きます。硬貨がジャラジャラと音を鳴らします。「{PlayerLeader.Title}、あんたは支払いを期待しているんだろうな」と言う<<Cp:EventUnit>>は、辺りを見渡しながら言いました。「みんな、荷造りをしろ！この{EventStructure.Name}には新たな持ち主が現れた。そしてその<<o:EventHero>>の名前は{EventHero.FirstName}なのだ」<<Cp:EventUnit>>が{EventHero.FirstName}に向かってニヤリと笑い、<<o:EventUnit>>の手下たちがブツブツ言いながら去って行くのでした。
STORY_EVENT@1013_1055@BUTTON_0, <<P:EventUnit>>が去る前に、相手に支払い義務のあるゴールド全額の支払いを要求する。[gold/]
STORY_EVENT@1013_1055@BUTTON_1, 「お前の戦士たちに、{EventCity.Name}の兵士への指導をしてもらいたいのだ。」[unitprod/]
STORY_EVENT@1013_1055@BUTTON_1@HERO_IS_PLAYERLE, 「お前の戦士たちに、{EventCity.Name}の兵士への指導をしてもらいたいのだ。」[unitprod/]
STORY_EVENT@1013_1055@BUTTON_2, 「不法なアリーナは疫病のようなものだ。法律[order/]に裁かれてしまう前に去ってしまうのが最善だろう」
STORY_EVENT@1013_1055@BUTTON_3, 「最強のチャンピオンには、是非我々の軍[unit/]に加勢してもらいたいのだ。」
STORY_EVENT@1013_1055@BUTTON_3@HERO_IS_PLAYERLE, 「最強のチャンピオンには、是非私の軍[unit/]に加勢してもらいたいのだ。」
STORY_EVENT@1013_1055@BUTTON_4, 「最も強いチャンピオンに加勢してもらいたい[unit/]。」
STORY_EVENT@1013_1055@BUTTON_4@HERO_IS_PLAYERLE, 「最も強いチャンピオンに加勢してもらいたい[unit/]。」
STORY_EVENT@1013_1055@TITLE, 黄金とグラディエーター：その後
STORY_EVENT@1013_1056@BODY_FOOTER, たくましい見た目の見知らぬ者がニヤリと笑いながら、<<o:EventHeroB>>との距離を保っています。「あいつらが罠を仕掛けたんだ。罠を見つけるのを手伝ってやってもいいぞ。こっちを助けてくれれば、お前のことも助けてやろう。どうだ？」
STORY_EVENT@1013_1056@BODY_FOOTER@HERO_IS_PLAYERLE, たくましい見た目の見知らぬ者がニヤリと笑いながら、<<o:EventHeroB>>との距離を保っています。「あいつらが罠を仕掛けたんだ。罠を見つけるのを手伝ってやってもいいぞ。こっちを助けてくれれば、お前のことも助けてやろう。どうだ？」
STORY_EVENT@1013_1056@BODY_HEADER, {EventHero.Name}が盗賊で溢れる要塞に入ろうとした時、<<p:EventHero>>は近くから聞こえてきた口笛に呼び止められました。
STORY_EVENT@1013_1056@BODY_HEADER@HERO_IS_PLAYERLE, 盗賊で溢れる要塞に入ろうとした時、あなたは近くから聞こえてきた口笛に呼び止められました。
STORY_EVENT@1013_1056@BODY_LORE, 崩壊した壁の後ろから、粗野な見た目の女性が姿を現します。「ねえ、ちょっと！あんた、あたしが前にいた陣営に入ろうとしてるんだろう。あたしも前は、あのバカ野郎集団を統率してたのよ。でも、最後に実行した奇襲後に、奴らはあたしのことを追い出したのさ！反乱だよ！あんたがあいつらを痛い目に遭わせてくれれば、あたしらの秘密の略奪品の宝庫に案内してやってもいいよ！略奪品は分け合うものだろう？」
STORY_EVENT@1013_1056@BODY_LORE@HERO_IS_PLAYERLE, 崩壊した壁の後ろから、粗野な見た目の女性が姿を現します。「ねえ、ちょっと、{PlayerLeader.Title}！あんた、あたしが前にいた陣営に入ろうとしてるんだろう。あたしも前は、あのバカ野郎集団を統率してたのよ。でも、最後に実行した奇襲後に、奴らはあたしのことを追い出したのさ！反乱だよ！あんたがあいつらを痛い目に遭わせてくれれば、あたしらの秘密の略奪品の宝庫に案内してやってもいいよ！略奪品は分け合うものだろう？」
STORY_EVENT@1013_1056@BUTTON_0, 「お前のような追いはぎの助けなど必要ない、この廃墟は私一人で一掃してやる。」 [goodact/]
STORY_EVENT@1013_1056@BUTTON_1, 廃墟に入る前に、この盗賊「リーダー」に罠を見つける作業をさせてみる。
STORY_EVENT@1013_1056@BUTTON_2, 自分が持つ石と建築の知識を使って罠の場所を突き止める。
STORY_EVENT@1013_1056@BUTTON_4, この盗賊と彼女の元仲間たちの元から去る。
STORY_EVENT@1013_1056@TITLE, 怒りと反抗
STORY_EVENT@1013_1057@BODY_FOOTER, {EventHeroB.Name}が{EventHero.FirstName}を、盗賊の略奪品で溢れる部屋へと導きながら言います。「ジャジャーン。さて、あとはごゆっくり…」<<Cp:EventHeroB>>はすぐに、<<o:EventHeroB>>のポケットにゴールドを詰めてその場を去ろうとします。
STORY_EVENT@1013_1057@BODY_FOOTER@HERO_IS_PLAYERLE, {EventHeroB.Name}があなたを、盗賊の略奪品で溢れる部屋へと導きながら言います。「ジャジャーン。さて、あとはごゆっくり…」<<Cp:EventHeroB>>はすぐに、<<o:EventHeroB>>のポケットにゴールドを詰めてその場を去ろうとします。
STORY_EVENT@1013_1057@BODY_HEADER, 盗賊のアジトに対処した{EventHero.Name}は、廃墟の捜索を始めました。するとすぐに、元盗賊リーダーが<<Cp:EventHero>>の元へやって来ました。
STORY_EVENT@1013_1057@BODY_HEADER@HERO_IS_PLAYERLE, 盗賊のアジトに対処したあなたは、廃墟の捜索を始めました。するとすぐに、元盗賊リーダーがあなたの元へやって来ました。
STORY_EVENT@1013_1057@BODY_LORE, 見知らぬ者は、<<o:EventHeroB>>の昔の仲間たちの死体を見ながらため息をつきます。「なんて悲しいこと。生きてた時は、とても良い仲間だったのに。」<<Cp:EventHeroB>>は、石板の後ろに隠されていた秘密の部屋へと{EventHero.Name}を導きます。「とにかく、隠してる財宝はここよ。貴重な戦利品だってあるの、{EventItem.Name}ですらね… そういえば、あたしの名前は{EventHeroB.Name}。また会える日まで。」
STORY_EVENT@1013_1057@BODY_LORE@HERO_IS_PLAYERLE, 見知らぬ者は、<<o:EventHeroB>>の昔の仲間たちの死体を見ながらため息をつきます。「なんて悲しいこと。生きてた時は、とても良い仲間だったのに。」<<Cp:EventHeroB>>は、石板の後ろに隠されていた秘密の部屋へとあなたを導きます。「とにかく、隠してる財宝はここよ。貴重な戦利品だってあるの、{EventItem.Name}ですらね… そういえば、あたしの名前は{EventHeroB.Name}。また会える日まで。」
STORY_EVENT@1013_1057@BUTTON_0, {EventHero.Name}の兵士たちに、好きなだけ略奪することを許す。[morale/]
STORY_EVENT@1013_1057@BUTTON_0@HERO_IS_PLAYERLE, あなたの兵士たちに、好きなだけ略奪することを許す。[morale/]
STORY_EVENT@1013_1057@BUTTON_1, 「{EventHeroB.Name}、我々にはあなたのような勇敢なリーダー[unit/]が必要だ。」
STORY_EVENT@1013_1057@BUTTON_1@HERO_IS_PLAYERLE, 「{EventHeroB.Name}、私にはあなたのような勇敢なリーダー[unit/]が必要だ。」
STORY_EVENT@1013_1057@BUTTON_3, 「待つのだ！お前は犯した犯罪に対して裁かれ[order/]、この盗品すべては没収することにする。」
STORY_EVENT@1013_1057@BUTTON_4, 「{EventHeroB.Name}、君のように勇敢なリーダー[unit/]が味方に欲しい。」
STORY_EVENT@1013_1057@BUTTON_4@HERO_IS_PLAYERLE, 「{EventHeroB.Name}、君のように勇敢なリーダー[unit/]が味方に欲しい。」
STORY_EVENT@1013_1057@BUTTON_5, すべての戦利品[gold/]を帝国のために回収する。
STORY_EVENT@1013_1057@TITLE, 怒りと反抗：その後
STORY_EVENT@1013_1058@BODY_FOOTER, {EventHero.FirstName}は、{EnemyUnit.Name}を倒せば数多くの霊魂が解放されるということに気付きました。
STORY_EVENT@1013_1058@BODY_FOOTER@HERO_IS_PLAYERLE, あなたは、{EnemyUnit.Name}を倒せば数多くの霊魂が解放されるということに気付きました。
STORY_EVENT@1013_1058@BODY_HEADER, {EventHero.Name}は{EventStructure.Name}へ足を踏み入れるや否や、不可解な恐怖を感じ始めました。<<p:EventHero>>は、ゆっくりと身をかがめ始めます。
STORY_EVENT@1013_1058@BODY_HEADER@HERO_IS_PLAYERLE, {EventStructure.Name}へ足を踏み入れるや否や、不可解な恐怖を感じ始めました。あなたは、ゆっくりと身をかがめ始めます。
STORY_EVENT@1013_1058@BODY_LORE, 中庭では、謎に包まれた生き物が、不自然な優雅さで動いています。<<Cp:EnemyUnit>>が地面に触れると、それは異議を唱えるようにうなり声をあげます。すると地面から揺らめく光が照らし出され... <<Cp:EnemyUnit>>がその光を掴み、<<r:EnemyUnit>>の中へと引っ張りました。[br/]{EventHero.FirstName}は、これが{GLOBAL.AstralSeaLoreConcept.Hyperlink}から来た{EnemyUnit.Name}であると気付きました。伝承によると、このモンスターは魔法や彷徨う{GLOBAL.SoulsLoreConcept.Hyperlink}を餌にする者なのです…
STORY_EVENT@1013_1058@BODY_LORE@HERO_IS_PLAYERLE, 中庭では、謎に包まれた生き物が、不自然な優雅さで動いています。<<Cp:EnemyUnit>>が地面に触れると、それは異議を唱えるようにうなり声をあげます。すると地面から揺らめく光が照らし出され... <<Cp:EnemyUnit>>がその光を掴み、<<r:EnemyUnit>>の中へと引っ張りました。[br/]あなたは、これが{GLOBAL.AstralSeaLoreConcept.Hyperlink}から来た{EnemyUnit.Name}であると気付きました。伝承によると、このモンスターは魔法や彷徨う{GLOBAL.SoulsLoreConcept.Hyperlink}を餌にする者なのです…
STORY_EVENT@1013_1058@BUTTON_0, 「これ以上時間を無駄にはできない！この{EnemyUnit.Name}を始末しなくては！」
STORY_EVENT@1013_1058@BUTTON_1, 攻撃する前にありのままの魔法能力[mana/]を導き、{EnemyUnit.Name}を弱らせる。
STORY_EVENT@1013_1058@BUTTON_2, {EventStructure.Name}を去る。
STORY_EVENT@1013_1058@BUTTON_3, 秘儀の知識を{EventHero.FirstName}に与え、この世界と{EnemyUnit}の繋がりを弱める。
STORY_EVENT@1013_1058@BUTTON_3@HERO_IS_PLAYERLE, 秘儀の知識を結集し、この世界と{EnemyUnit}の繋がりを弱める。
STORY_EVENT@1013_1058@TITLE, ヒーローと恐怖
STORY_EVENT@1013_1059@BODY_FOOTER, 解放された2つの{GLOBAL.SoulsLoreConcept.Hyperlink}が留まり、旅立つ前に感謝の意を込めて、{EventHero.Name}を生前の財産へと案内したがっています。{EventHero.FirstName}はどちらへついていきますか？
STORY_EVENT@1013_1059@BODY_FOOTER@HERO_IS_PLAYERLE, 解放された2つの魂が留まり、旅立つ前に感謝の意を込めて、生前の財産へと案内したがっている。どちらへついていく？
STORY_EVENT@1013_1059@BODY_HEADER, 倒されたモンスターの傷口から光が飛び出し、小さなエネルギーの矢となり、自由めがけてジグザグと空へ飛んでいく。
STORY_EVENT@1013_1059@BODY_LORE, その儚い光を少し見つめてから、{EventHero.FirstName}は再び視線を下ろす。廃墟中に多数の死体が散らばっている。いくつかの光は別れを告げるように死体へと漂ってから空へと消えていく。そのうちの2つが近くでゆらゆらと揺らめいている。{EventHero.FirstName}をかつての財産へと案内したがっているようだ。
STORY_EVENT@1013_1059@BODY_LORE@HERO_IS_PLAYERLE, その儚い光を少し見つめてから、あなたは再び視線を下ろす。廃墟中に多数の死体が散らばっている。いくつかの光は別れを告げるように死体へと漂ってから空へと消えていく。そのうちの2つが近くでゆらゆらと揺らめいている。あなたをかつての財産へと案内したがっているようだ。
STORY_EVENT@1013_1059@BUTTON_0, 貯金[gold/]を差し出してくれる商人の魂についていく。
STORY_EVENT@1013_1059@BUTTON_1, {EventItem.Name}[item/]を手に死亡した司令官の魂についていく。
STORY_EVENT@1013_1059@BUTTON_2, すべての遺体をしっかり埋葬する。魂の平穏以外に何も望まない。[goodact/]
STORY_EVENT@1013_1059@BUTTON_2@HERO_IS_PLAYERLE, 「迷える魂を救うこと自体が褒美だ。これ以上は何も望まない。」[goodact/]
STORY_EVENT@1013_1059@BUTTON_3, 解放された魂をすぐ自分のものにする。[evilact/]
STORY_EVENT@1013_1059@TITLE, ヒーローと恐怖：その後
STORY_EVENT@1013_1060@BODY_FOOTER, 光の中で瞬きをしながら、{EventHero.FirstName}はこの迷路が奇襲に最適な場所であることに気付きます。すると、何かが接近して来ました…
STORY_EVENT@1013_1060@BODY_FOOTER@HERO_IS_PLAYERLE, 光の中で瞬きをしながら、あなたはこの迷路が奇襲に最適な場所であることに気付きます。すると、何かが接近して来ました…
STORY_EVENT@1013_1060@BODY_HEADER, {EventHero.Name}は、木の茂みの中に純粋結晶があるのを見つけました。<<Cp:EventHero>>は、自分の周りに漂う反射光に混乱してしまいました。
STORY_EVENT@1013_1060@BODY_HEADER@HERO_IS_PLAYERLE, あなたは、木の茂みの中に純粋結晶があるのを見つけました。あなたは、自分の周りに漂う反射光に混乱してしまいました。
STORY_EVENT@1013_1060@BODY_LORE, {EventHero.FirstName}は探索を進めたのですが、その迷路はどんどん道の見当がつかなくなり、捻じれていってしまうのでした。結晶と光の森が、{EventHero}の方向感覚を完全にめちゃくちゃにしてしまっています。{EventHero}と軍隊は迷路を進んで行きますが、どれが道で、どれが道の反射なのかが全く分からなくなってしまいました。
STORY_EVENT@1013_1060@BODY_LORE@HERO_IS_PLAYERLE, あなたは探索を進めたのですが、その迷路はどんどん道の見当がつかなくなり、捻じれていってしまうのでした。結晶と光の森が、あなたの方向感覚を完全にめちゃくちゃにしてしまっています。あなたと軍隊は迷路を進んで行きますが、どれが道で、どれが道の反射なのかが全く分からなくなってしまいました。
STORY_EVENT@1013_1060@BUTTON_0, 「奇襲をするにせよ何にせよ、撤退するのは弱者のすること！さあ、戦闘準備だ！」
STORY_EVENT@1013_1060@BUTTON_1, 自分の秘儀の知識を使い、自分に有利なように反射迷路の効果をひずませる。
STORY_EVENT@1013_1060@BUTTON_2, 来た道を辿って撤退する。
STORY_EVENT@1013_1060@BUTTON_4, 魔法[mana/]を使い、反射迷路を利用する。
STORY_EVENT@1013_1060@TITLE, 結晶の迷路
STORY_EVENT@1013_1061@BODY_FOOTER, <<P:EventUnit>>を助けた後、吟遊詩人が{EventUnit}の荷馬車を開いて中へ入るように手招きをしています。「ありがとうございます、{EventHero.FirstName}。さあ、報酬をお選びください」
STORY_EVENT@1013_1061@BODY_FOOTER@HERO_IS_PLAYERLE, <<P:EventUnit>>を助けた後、吟遊詩人が{EventUnit}の荷馬車を開いて中へ入るように手招きをしています。「ありがとうございます、{PlayerLeader.Title}様。さあ、報酬をお選びください」
STORY_EVENT@1013_1061@BODY_HEADER, 奇襲を回避した後、{EventHero.Name}は目まぐるしい結晶の森を進んで行きます。すると、<<Cp:EventHero>>は彷徨う吟遊詩人を発見しました。
STORY_EVENT@1013_1061@BODY_HEADER@HERO_IS_PLAYERLE, 奇襲を回避した後、あなたは目まぐるしい結晶の森を進んで行きます。すると、あなたは彷徨う吟遊詩人を発見しました。
STORY_EVENT@1013_1061@BODY_LORE, その吟遊詩人が{EventUnit}の荷馬車から飛び降りてきました。<<Cp:EventUnit>>は{EventHero.FirstName}の姿を見て喜んでいます。「ああ、偉大なる{EventHero.TitleName}、なんと素晴らしいこと！私は完全に迷い込んでしまっているのです！それに、奇襲隊が！悪漢が！そこら中にいるのです！あなたがこの鏡の迷路から私を救ってくだされば、私の荷馬車から報酬を差し上げましょう」既にこの迷路を知り尽くしている{EventHero.FirstName}にとって、それは簡単な頼み事でしょう。
STORY_EVENT@1013_1061@BODY_LORE@HERO_IS_PLAYERLE, その吟遊詩人が{EventUnit}の荷馬車から飛び降りてきました。<<Cp:EventUnit>>はあなたの姿を見て喜んでいます。「ああ、偉大なる{PlayerLeader.TitleName}、なんと素晴らしいこと！私は完全に迷い込んでしまっているのです！それに、奇襲隊が！悪漢が！そこら中にいるのです！あなたがこの鏡の迷路から私を救ってくだされば、私の荷馬車から報酬を差し上げましょう」既にこの迷路を知り尽くしているあなたにとって、それは簡単な頼み事でしょう。
STORY_EVENT@1013_1061@BUTTON_0, 吟遊詩人に{EventCity}でパフォーマンスをするよう頼む。[happiness/]
STORY_EVENT@1013_1061@BUTTON_1, 吟遊詩人に{EventUnit}のゴールドを分け与えるよう頼む。[gold/]
STORY_EVENT@1013_1061@BUTTON_3, 吟遊詩人に、{EventUnit}が旅で学んだすべての知識[knowledge/]を共有するよう頼む。
STORY_EVENT@1013_1061@BUTTON_4, 「伝説の[influence/]{PlayerLeader.TitleName}によって救われたことを歌にして演じてみせよ」
STORY_EVENT@1013_1061@TITLE, 結晶の迷路：その後
STORY_EVENT@1013_1066@BODY_FOOTER, 「白状せよ、お前の{PlayerLeader.Title}が我々の献身的熱情に相応しい者であることを証明するのだ」{EventHero}の軍隊が<<P:EventHero>>を見つめながら、<<p:EventHero>>の返事を待っています。
STORY_EVENT@1013_1066@BODY_FOOTER@HERO_IS_PLAYERLE, 「白状せよ、お前が我々の献身的熱情に相応しい者であることを証明するのだ」あなたの軍隊があなたを見つめながら、その返事を待っています。
STORY_EVENT@1013_1066@BODY_HEADER, {EventHero.Name}が{EventStructure}に歩を近づけます。消えゆきそうな、解読不能な言葉が最初の台石に書かれています。
STORY_EVENT@1013_1066@BODY_HEADER@HERO_IS_PLAYERLE, あなたが{EventStructure}に歩を近づけます。消えゆきそうな、解読不能な言葉が最初の台石に書かれています。
STORY_EVENT@1013_1066@BODY_LORE, {EventHero.FirstName}は、その神殿の一番向こうに崩れかけた像があるのを目にしました。それは、古代の見知らぬ{GLOBAL.GodirLoreConcept.Hyperlink}を表現したものです。<<p:EventHero>>が先へ進もうとすると{EnemyUnit}が姿を現し、朗々とした声が聞こえてきました。「お前は大昔に失われたゴディールの、神々しき広間へ足を踏み入れようとしている。お前たちの{PlayerLeader.Title}が新たな擁護者になる者なのか？<<p:PlayerLeader>>がそれに相応しい者なのかどうか、この試練を通して証明してみせよ」
STORY_EVENT@1013_1066@BODY_LORE@HERO_IS_PLAYERLE, あなたは、その神殿の一番向こうに崩れかけた像があるのを目にしました。それは、古代の見知らぬ{GLOBAL.GodirLoreConcept.Hyperlink}を表現したものです。あなたが先へ進もうとすると{EnemyUnit}が姿を現し、朗々とした声が聞こえてきました。「お前は大昔に失われたゴディールの、神々しき広間へ足を踏み入れようとしている。お主、{PlayerLeader.Title}が新たな擁護者になる者なのか？お前がそれに相応しい者なのかどうか、この試練を通して証明してみせよ」
STORY_EVENT@1013_1066@BUTTON_0, 「お前に証明すべきことなどない。戦いたいのなら受けて立つぞ！」
STORY_EVENT@1013_1066@BUTTON_1, {EnemyUnit}に立ち向かう前に罪滅ぼし[gold/]をして、自分の罪を告白する。
STORY_EVENT@1013_1066@BUTTON_2, 力強く、そして重々しく、自分の罪を告白する。
STORY_EVENT@1013_1066@BUTTON_3, 「私の罪について聞きたいだと？どこから告白し始めればいいやら」
STORY_EVENT@1013_1066@BUTTON_5, {EventStructure}を後にする。
STORY_EVENT@1013_1066@BUTTON_6, [goodact/] 「罪を持たぬ者など存在せぬ。だが、私は善良な者になることを目指しているのだ」
STORY_EVENT@1013_1066@TITLE, 新たな教義
STORY_EVENT@1013_1067@BODY_FOOTER, その声が弱まり、それと同時に神殿が持っていた言葉も弱まっていきます。まるでその神殿が新たな教義を待ち構えているように、静寂が訪れました…
STORY_EVENT@1013_1067@BODY_HEADER, {EventHero.Name}は、あなたの名の下に{EventStructure}の試練を耐え抜きました。すると、広間に静寂が訪れました。
STORY_EVENT@1013_1067@BODY_HEADER@HERO_IS_PLAYERLE, あなたは{EventStructure}の試練を耐え抜きました。すると、広間に静寂が訪れました。
STORY_EVENT@1013_1067@BODY_LORE, {EventHero}が先へ進んで行くと、神殿の一番奥にある巨大な像の傍をキラキラとした光が通り過ぎて行きます。その光が消えると、その像が{PlayerLeader.TitleName}の姿に変化したのです。あの朗々とした声が再び聞こえてきました。「{PlayerLeader.Title}、お前は相応しい{GLOBAL.GodirLoreConcept.Hyperlink}であることを証明した。これからこの神殿は、お前とお前の神の言葉に奉献することとなるだろう」
STORY_EVENT@1013_1067@BODY_LORE@HERO_IS_PLAYERLE, あなたが先へ進んで行くと、神殿の一番奥にある巨大な像の傍をキラキラとした光が通り過ぎて行きます。その光が消えると、その像が{PlayerLeader.TitleName}の姿に変化したのです。あの朗々とした声が再び聞こえてきました。「{PlayerLeader.Title}、お前は相応しい{GLOBAL.GodirLoreConcept.Hyperlink}であることを証明した。これからこの神殿は、お前とお前の神の言葉に奉献することとなるだろう」
STORY_EVENT@1013_1067@BUTTON_0, 「変化を遂げることで完璧さが得られるのだ」 [chaosboon/]
STORY_EVENT@1013_1067@BUTTON_1, 「成長することで均衡を取ることができるのだ」 [natureboon/]
STORY_EVENT@1013_1067@BUTTON_2, 「秩序を守ることで安定性を得ることができるのだ」 [orderboon/]
STORY_EVENT@1013_1067@BUTTON_3, 「理解をすることで真実を得ることができるのだ」 [astralboon/]
STORY_EVENT@1013_1067@BUTTON_4, 「不屈の精神こそが遺産を生むものなのだ」 [materiumboon/]
STORY_EVENT@1013_1067@BUTTON_5, 「犠牲を払うことで統一することができるのだ」 [goodact/]
STORY_EVENT@1013_1067@BUTTON_6, 「死を通して命が生まれるものなのだ」 [shadowboon/]
STORY_EVENT@1013_1067@BUTTON_7, 「欲を持つことで権力を得ることができるのだ」 [evilact/]
STORY_EVENT@1013_1067@BUTTON_8, 「威厳を持つことで神性を得ることができるのだ」 [influence/]
STORY_EVENT@1013_1067@TITLE, 新たな教義：その後
STORY_EVENT@1013_1124@BODY_FOOTER, 「{EventHero.Title}様、おこがましくも、我々だけで一部の戦略的決断を下すこととなりました！その決断をあなた様にもお喜びいただけると幸いです！」
STORY_EVENT@1013_1124@BODY_HEADER, {EventCity.Name}への包囲攻撃は本格化していますが、一つだけ問題がありました…
STORY_EVENT@1013_1124@BODY_LORE, 包囲野営地で{EventHero.Possessive}巡回が行われていた際、{EventHero.Name}が不審な点に気付きました。軍隊が誤った位置に配備されており、守衛が重要なロケーションでの巡回を行っていないのです… {EventHero.FirstName}は、このままの状況にしておくと問題が発生し、不必要に包囲攻撃を長引かせてしまうと判断しました。{EventHero.PronounObject}が近付くと、指揮官が誇らしげに敬礼をしてきます。「{EventHero.TitleName}様、こんにちは！」
STORY_EVENT@1013_1124@BUTTON_0, 兵士たちに、正式な包囲攻撃の戦略について教える。
STORY_EVENT@1013_1124@BUTTON_1, 「愚か者め、下がっていろ。二度と私の意見を仰がずに決断を下したりするでない」[morale/]
STORY_EVENT@1013_1124@BUTTON_2, 「どれだけ愚かな決断であっても、その自発性には褒美を与えるべきであろう」[morale/]
STORY_EVENT@1013_1124@TITLE, 包囲「マスター」
STORY_EVENT@1013_1126@BODY_FOOTER, {EventHero}の兵士たちが、{EventCity.Name}から逃亡していた{EventRace.Name}を捕まえました。<<p:EventHero>>はこの捕虜をどうすればよいでしょうか？
STORY_EVENT@1013_1126@BODY_FOOTER@HERO_IS_PLAYERLE, あなたの兵士たちが、{EventCity.Name}から逃亡していた貴族を捕まえました。この捕虜をどうしますか？
STORY_EVENT@1013_1126@BODY_HEADER, あなたの[hyperlink,GLOBAL.HeroConcept]ヒーロー[/hyperlink]{EventHero.Name}率いる{EventCity.Name}の包囲の最中、捕虜となっていた市民の集団が<<P:EventHero>>の元を訪れました。
STORY_EVENT@1013_1126@BODY_HEADER@HERO_IS_PLAYERLE, {EventCity.Name}の包囲の最中、捕虜となっていた市民の集団があなたの元を訪れました。
STORY_EVENT@1013_1126@BODY_LORE, {EventCity.Name}から来た錯乱状態の{EventRace.Name}の集団が、地下下水道を通って逃亡しようと試みました。それぞれの生まれなどは関係なく、全員がずぶ濡れでみずぼらしく、{EventHero.FirstName}の目の前に押し出された彼らは恐れおののいていました。<<o:EventHero>>の兵士の一人が口を開きます。「我々の偵察隊がこの連中を発見しました、{EventHero.Title}。きっとこの連中から役立つ情報を得られるはずです...」
STORY_EVENT@1013_1126@BODY_LORE@HERO_IS_PLAYERLE, {EventCity.Name}から来た錯乱状態の{EventRace.Name}の集団が、地下下水道を通って逃亡しようと試みました。それぞれの生まれなどは関係なく、全員がずぶ濡れでみずぼらしく、あなたの目の前に押し出された彼らは恐れおののいていました。あなたの兵士の一人が口を開きます。「我々の偵察隊がこの連中を発見しました、{PlayerLeader.Title}。きっとこの連中から役立つ情報を得られるはずです...」
STORY_EVENT@1013_1126@BUTTON_0, 「この都市の防衛において弱点となり得る場所があるかどうかについて尋問せよ。」
STORY_EVENT@1013_1126@BUTTON_2, 「奴らを殺して、その頭を都市の壁の向こうに投げ捨てろ。これで抵抗勢力も少しは弱まるだろう。」[evilact/]
STORY_EVENT@1013_1126@BUTTON_3, 「解放してやるのだ。市民は我々の標的ではない。」[goodact/]
STORY_EVENT@1013_1126@TITLE, 捕獲された脱走者たち
STORY_EVENT@1013_1127@BODY_FOOTER, {EventCity.Name}の大型ギルドがあなたを称えたパレードを計画していますが、彼らはテーマを決めることができていません。
STORY_EVENT@1013_1127@BODY_HEADER, {EventCity.Name}の市民を大切にしてきたため、あなたが{PlayerLeader.Title}であることを祝ったパレードが開催されることになりました。
